user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,source,is_retweet,hashtags
Brad M.D.,United States,"#Trump2020 Physician+Economist #science #medicine #health #healthcare #economics #TreatmentScores #MedEd #HealthIT #mhealth #EBM #ethics PARLER: BradMD, retired",17-03-2009 17:11,23468,17185,13777,FALSE,25-07-2020 12:03,"#Homeschoolers must set the children free with Education Automation to learn whatever they want to learn, when they… https://t.co/1Ie0gNghgV",Twitter Web App,FALSE,['U.S. news']
Muntasir Sarkar,,"প্রবাসী অবিবাহিত বাঙালি,
  দিনাজপুর ,Neutral, Follows South Asia and world, researcher, UK ,Wildlife  and sports lover",14-04-2020 08:25,116,77,475,FALSE,25-07-2020 12:03,"@cnni This is already known and has become a common sense. Unfortunately people are ignoring it!
#COVID19 
#COVIDー19 
#coronavirus",Twitter for Android,FALSE,['U.S. news']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:03,New #COVID19 preprint: Co-expression of Mitochondrial Genes and ACE2 in Cornea Involved in COVID-19 Infection https://t.co/FHc19ymkZa,preprint-alert,FALSE,['US']
NewsMobile,India,NewsMobile is a fact checked mobile news and content platform and busts fake news. We are a signatory to IFCN code of principles  founded by @isaurabhshukla,26-12-2013 08:20,15325,88,3512,TRUE,25-07-2020 12:03,Rajasthan Government today started a #PlasmaBank at Sawai Man Singh Hospital in Jaipur for treatment of COVID-19 pa… https://t.co/HCPL2VqdFP,TweetDeck,FALSE,['U.S. news']
Sandeep Naligala,"Ongole, India","President of PACE SPARK CLUB- ONGOLE😇
Studying Btech 📚
😎Mechanical engineer 👷
🌈Society lover💖
Interest in Social Service 🌹
Fan Of 😎YS JAGAN Anna😍",04-03-2018 09:21,420,248,66974,FALSE,25-07-2020 12:03,"Inspirational life....
#inspirational #motivation #COVID19
#Telangana #AndhraPradesh
#India
https://t.co/g6250Wxzt3",Twitter for Android,FALSE,['United States']
ATinyBitOfSarcasm,România,"More or less nothing to say. Family 1st. Art, gardening & cycling and maybe even more. If you don't know how to deal with sarcasm, mute/block me.",29-11-2011 11:06,58,178,6855,FALSE,25-07-2020 12:03,"1284 new #COVID19 cases in Romania
once again, a new negative record
soon Romania might be blacklisted (travelling)… https://t.co/4CchqzeE6B",Twitter Web App,FALSE,['Stay at home']
CommonWealth Magazine,Taiwan,"Taiwan’s most trusted news outlet. CommonWealth Magazine English website offers in-depth analysis of business, society and the market with a Taiwan perspective.",10-09-2017 10:56,1485,500,567,TRUE,25-07-2020 12:03,"Despite the #COVID19 pandemic, @MatrixFitnessUS, a fitness equipment brand by #Taiwan's Johnson Health Tech, made r… https://t.co/7niYjgmejK",Twitter for iPhone,FALSE,['wear mask']
News Ghana,"Accra, Ghana",Ghana’s leading online news publication for business executives in West Africa and around the continent.    email: newsghana101@gmail.com Tel: +233 244 244807,03-06-2011 20:41,30390,4067,598,TRUE,25-07-2020 12:03,#Opinion #Covid19 #DirectorGeneralofGhanaEducationService Writing exams in a pandemic https://t.co/Ul54IVrW3T https://t.co/QpKifga67Y,dlvr.it,FALSE,['other tweets related to China']
Ville Kostian,"Helsinki, Finland","Geopolitics, geoeconomics and military.",04-03-2011 12:33,5849,4209,16312,FALSE,25-07-2020 12:03,"""#Coronavirus world map: which countries have the most #Covid19 cases and deaths?""
https://t.co/XrgensKqRP",Twitter for Android,FALSE,['vaccine injection']
priyamvada,,"Montessori , Politics Arts & Culture Entertainment ! Peace Loving , Anti Polarization.SRK / Tennis is a family Sport RF ! Sari hoarder , love weaves.",04-11-2015 21:27,220,37,15778,FALSE,25-07-2020 12:03,@ChouhanShivraj and @bjp_scindia both of them couldn’t save themselves from #COVID19,Twitter for iPhone,FALSE,['China news']
C. Stuart Mauney,"Greenville, South Carolina",Lawyer. Prof liability/Nursing Homes/ALF. Trucking. Personal Injury. Furman football and b-ball fan. Golfer. Mental health advocate. @GWBLawFirm,14-01-2009 19:43,1383,1720,4069,FALSE,25-07-2020 12:03,“It’s difficult to be positive about anything!” This from a friend in talking about #COVID19. But just remember. No… https://t.co/NxUQYjRUQu,Twitter for iPhone,FALSE,['wash hands']
MIT Sloan Management Review,"Cambridge, MA, USA",Sharing with our readers an excitement and curiosity about how the practice of management is transforming in the digital age. Three Big Points Podcast.,01-08-2008 17:55,134284,1683,18253,TRUE,25-07-2020 12:03,"3 Proactive Response Strategies to #COVID19 #Business Challenges
- Same Products, Different Channel
- Same Infrastr… https://t.co/eQIP2tnqh5",Sprout Social,FALSE,['other tweets related to China']
Dorset HealthCare,"Dorset, England","NHS Foundation Trust providing physical, community and mental health services to the people of Dorset. This account is not monitored 24/7. #BetterEveryDay",11-03-2009 15:49,6626,824,3935,TRUE,25-07-2020 12:03,Do you have any thoughts on how we can improve healthcare services in the county? Complete this short survey to hel… https://t.co/B1X3aZ3LEM,TweetDeck,FALSE,['Mask shortage']
Dr Ai Lyn Tan,"Leeds, UK","Associate Professor. Rheumatologist. Research: arthritis, muscle, exercise, MRI, ultrasound.
Editor-in-Chief Rheumatol Adv Pract @RheumJnl. 
I run @AiLyn_Runner",13-12-2012 15:38,4827,183,8923,FALSE,25-07-2020 12:03,"Just in case you need reminding
➡️#Handwashing
➡️#WearAMask
➡️#Socialdistancing 
ALL pivotal to achieving control o… https://t.co/6BC0bKbAfJ",Twitter Web App,FALSE,['China Coronavirus Updates']
U.S. Surgeon General,"Washington, DC",U.S. Surgeon General VADM Jerome M. Adams. (Note: Tweets prior to 9/12/17 were from previous Surgeons General.),04-01-2012 17:08,844126,233,1896,TRUE,25-07-2020 12:03,Are you and your family making plans this weekend? Keep these things in mind during the #COVID19 pandemic.… https://t.co/pnfiyHMs1a,Twitter Web App,FALSE,['N95']
Business Standard,India,"Latest updates #news #LIVE coverage on #economy #companies #markets #politics and #technology from India's leading business daily
https://t.co/VVl6HGuvvc",01-06-2009 08:52,1969498,380,140,TRUE,25-07-2020 12:03,Initial results of the first two-phase trials of the vaccine conducted in five trial sites in the UK showed it has… https://t.co/krlLcTCZHl,TweetDeck,FALSE,['other tweets related to China']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:02,Updated #COVID19 preprint: Potent Neutralizing Antibodies Directed to Multiple Epitopes on SARS-CoV-2 Spike https://t.co/OCCMAb03eI,preprint-alert,FALSE,['China news']
Robert Farkas💥,USA,"Father, Husband, IT Enthusiast (retired), Amateur #Photographer, CBP, views are my own.",10-11-2016 12:26,249,390,19517,FALSE,25-07-2020 12:02,"@DanRather @VetAction Amen.

The Trump administration and his inadequate appointees ignored early warnings, misled… https://t.co/3X0dyhnFlU",Twitter Web App,FALSE,['wear mask']
Asima Sadia,Pakistan,"Program Officer-#SocialMedia |Development #𝗖𝗼𝗺𝗺𝘂𝗻𝗶𝗰𝗮𝘁𝗶𝗼𝗻|M/o Planning Development & Special Initiatives|Govt of Pak|@PlanComPakistan,@Pakistan_tour",27-07-2010 09:35,430,344,172,FALSE,25-07-2020 12:02,"We must remember; most people are susceptible to #COVID19. As long as its circulating, everyone is at risk.Its all… https://t.co/WJswGEhMis",Twitter Web App,FALSE,['mask types']
Anthonia👩🏻‍🎓,Nigeria,Linguist• writer • Human Rights Enthusiast ⚖️ ...save the planet 🌎  #academia,18-01-2017 13:37,205,153,10553,FALSE,25-07-2020 12:02,"...But I follow back 🎶
#RihannaXTiwa #alreadyvideo #TachaDanceChallange #هيون_الغماس  #BBNaijia2020 #bbnaija… https://t.co/3QtEc1za2Z",Twitter for iPhone,FALSE,['mask types']
Js kishore,"Peddapuram, India","Filmy buff... interested in South indian movies tollywood, kollywood, mollywood , sandalwood",01-10-2012 11:19,73,1391,1022,FALSE,25-07-2020 12:02,"Actor @VishalKOfficial And His Father Mr.G.K.Reddy Tested positive For #Covid19 15/20 Days Back..

While #Vishal 's… https://t.co/fCvNQzwTCX",Twitter for Android,FALSE,['N95']
Conservanator,,Truth. Freedom. American Way...,21-10-2018 22:14,98,388,1631,FALSE,25-07-2020 12:02,"@OregonGovBrown @OHSUNews FIXED: ""starting today, even more draconian new rules for everyone, except for protesters… https://t.co/Di0n0lSUrj",Twitter for Android,FALSE,['rules']
John McGraw,Toronto,bridging gaps between science and business,17-05-2011 03:10,112,409,1747,FALSE,25-07-2020 12:02,great  summary of evidence and limitations on information about #SARSCoV2 #COVID19 transmission in schools https://t.co/XIxYez4wIx,Twitter for iPhone,FALSE,['N50']
"Inner Courage Counseling, PLLC",,,03-05-2019 19:09,5,3,3,FALSE,25-07-2020 12:02,#COVID19 have you been feeling more  anxious than normal? 🍌Here are some de-stressing techniques that can help  rig… https://t.co/ImkrEEDU4B,Social Genie by Brighter Vision,FALSE,['Flights'] 
APO Group English,#AFRICA #MENA,"Latest #Africa & #MENA related #News releases issued by companies, govs, intl orgs, NGOs & #UN #PR FR:@APO_source_fr PT:@APO_source_pt AR:@APO_source_ar",22-02-2011 09:09,10661,6,2037,TRUE,25-07-2020 12:02,"Coronavirus - Zambia: COVID-19 Daily Status Update (24th July 2020) 

@mohzambia @MoetiTshidi @WHOAFRO @DrTedros… https://t.co/aL32FT5PJc",TweetDeck,FALSE,['Coronavirus updates']
The Times Of India,New Delhi,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",19-04-2010 10:50,12978547,505,5,TRUE,25-07-2020 12:02,Rajasthan Government today started a Plasma Bank at Sawai Man Singh Hospital in Jaipur for treatment of COVID-19 pa… https://t.co/Qwz35uQiOJ,TweetDeck,FALSE,['traffic']
Livemint,India,"Breaking news and analyses of Indian and world business, economy and politics from Mint.",27-11-2008 09:07,1902889,117,472,TRUE,25-07-2020 12:02,"Hong Kong's #COVID19 situation remains grave as new cases hit record again

https://t.co/XJOiUVUmgO https://t.co/UYqrG4qxkr",Twitter Web App,FALSE,['3M9001']
Gavin Drew #Russia_made_me_do_it,South West,"Immigrant, living and working legally in the UK. Retweets, Follows and Likes not an endorsement. Journalist (everyone and anyone calling themselves that now)",01-12-2019 00:00,363,896,10182,FALSE,25-07-2020 12:02,"@ONS @johndmtb Real #COVID19 deaths, or @PHE_uk figures?",Twitter for Android,FALSE,['traffic']
(((evan shapiro))),Tom’s Diner,#BlackLivesMatter,24-11-2008 01:32,14674,4464,41368,TRUE,25-07-2020 12:02,"When NY was the eye of #COVID19 and we were dying daily, I pleaded w America to SHUT DOWN. Tweeps in TX, CA &amp; FL ca… https://t.co/zkCXFGA7oV",Twitter for iPhone,FALSE,['United States']
Judigal,New England,"equine maid service, small business owner -  wife, news/political junkie, horse/dog lover",27-02-2009 13:32,1131,1389,18399,FALSE,25-07-2020 12:02,Coronavirus Divides 2020 Bellwether County in Wisconsin: 'There Is No Grace Anymore' ~ #Election2020 #politics… https://t.co/53E8AjfWS9,Twitter for iPad,FALSE,['news']
j.a.Ruiz🍎👊🏿BLM👊🏽,"McKinley Park, Chicago","Math Teacher | fighting illini | fútbolista | soccer coach | Chicago born and raised | In life there's always a way, sometimes you just have to make one",23-08-2014 06:26,199,372,2111,FALSE,25-07-2020 12:02,"@Ironhorse76 Time to act and unite to end this corrupt GOP regime! 
I will follow back.
#Resist #COVID19… https://t.co/xSG9W6H9dp",Twitter for Android,FALSE,['U.S. Coronavirus Updates']
DCminx 🕊️🌍🔥💚🌳,A pale blue dot 🌍 ,"Protect others and #WearAMask
#ClimateChange is not a debate.
#AntiRacist #AntiFascist #FBPE #FBR",11-01-2013 01:29,12407,13181,62682,FALSE,25-07-2020 12:02,"@StigAbell @SebDance Watch this please and minimise spreading 😷
#WearAMask #COVID19 #coronavirus #Mask… https://t.co/ThcqRR0M31",Twitter for Android,FALSE,['Vaccine news'] 
Saeed Abulhusn 🇵🇱,Warsaw,Creative communication. I also sell candy.,30-12-2013 21:17,64,421,8743,FALSE,25-07-2020 12:02,Here is a chart showing the number of new cases of #COVID19 cases in #Poland plus average number of daily new cases… https://t.co/A1bxTAcZg0,Twitter Web App,FALSE,['U.S. Coronavirus Updates']
AIRGodhra,"Godhra, India","Official account of Akashwani Godhra,
Tune into 102.2 MHz
The station b'cast special prog. like Kisanvani, Vanma Tahuko, Vasundhara, Akashwani phone-in prog etc",04-04-2018 10:25,730,164,1803,FALSE,25-07-2020 12:02,"Air Godhra (102.2MHz),
A message on #COVID19 by Dilip Yadav (R.T.O. Panchmahal) will be broadcast today at 8:30 PM.… https://t.co/n0S9t1LFRt",Twitter for Android,FALSE,['vaccine progress'] 
Marry Olson,"Boston, MA",I'm Marry and love my job as a web developer. Addicted to tweet about WordPress development :) Happy to go around person! #techygirl #WordPressEnthusiastic,21-10-2016 10:53,271,448,948,FALSE,25-07-2020 12:02,"In this #COVID19🦠 situation, all companies have given work remotely. Right!🙂

So, how else can you stay focused🎯 on… https://t.co/50uts8a30a",Twitter Web App,FALSE,['US']
Kain Schwartz 🇺🇲🇵🇷🇩🇪🇮🇱🏳️‍🌈,"San Juan, USA","Life, Liberty, and the Pursuit of Coffee.",03-05-2011 16:16,67,329,1754,FALSE,25-07-2020 12:02,Why is no one wearing a mask? I thought we weren't allowed to have parties and parades? So when you see more… https://t.co/wCCFQGMNiI,Twitter for Android,FALSE,['Vaccine news'] 
The real bendalo dolly,#RTG,1 thing I wouldn't choose in life......is to be someone else🙄 We were all blessed with different things💖 Queen Bee😛 and Yes im now on Twitter,22-11-2018 08:43,1452,6,178,FALSE,25-07-2020 12:02,I love You !!!😘😘😘 #DJSBU #COVID19 https://t.co/xzKOqrAA6m,Twitter for Android,FALSE,['wear mask']
Vanka Pro,,,19-05-2012 15:03,19603,21419,217869,FALSE,25-07-2020 12:02,"FRIDAY
73,400 #COVID19 CASES
CLOSE TO BIGGEST
DAILY RECORD🛑
No signs of slowing....
Where is our National Plan POTU… https://t.co/Zyv2nhdsCT",Twitter for Android,FALSE,['wear mask']
Wash Your Hands App,,"Protect yourself & your family from getting sick! It’s time to wash your hands.

Google Playstore: https://t.co/h57KT7PYR3

Appstore: https://t.co/8wlHrumK6G",24-03-2020 04:29,4,1,0,FALSE,25-07-2020 12:02,"Wash your Hands. Clean Hands Save Lives! 🧼

Download it now for FREE!

Google Play Store: https://t.co/Pj9CNCmtzj… https://t.co/ZxTJuOGneR",Hootsuite Inc.,FALSE,['COVID19']
Amrendra Kumar,accra,,28-12-2012 23:30,15,63,733,FALSE,25-07-2020 12:02,Active covid case in India will start reducing from 3rd week of september. Based on calculation of Covid data from… https://t.co/etdXHeyYys,Twitter for Android,FALSE,['wear mask']
UNFPA WCARO,"Dakar, Senegal","West & Central Africa/Afrique de l'Ouest et du Centre: a world where every pregnancy is wanted, every childbirth safe, every young person's potential fulfilled",15-08-2013 13:11,20507,1194,13312,FALSE,25-07-2020 12:02,"#COVID19 - Lessons learned from past epidemics on sexual and reproductive health. #SRH

To learn more ➡️… https://t.co/AkZw7MR0ld",Hootsuite Inc.,FALSE,['vaccine progress'] 
Dr. Theresa Tam,Canada,🇨🇦 The Chief Public Health Officer of Canada promotes and protects the health of Canadians. Terms of use: https://t.co/XV8ZG70wjS  Français: @ACSP_Canada,27-01-2014 18:24,208753,181,549,TRUE,25-07-2020 12:02,"Today’s #COVID19 in 🇨🇦 info and updates:

➡️#GOC website on #coronavirus disease: https://t.co/PwqoGtOkNL 
➡️COVID-… https://t.co/bGOzjBdkhe",Hootsuite Inc.,FALSE,['Stay at home']
Happy Abbie,Greenhithe,"""Fear is stupid. So are regrets."" - Marilyn Monroe.
Join my voyage of inclusivity!
#AutismInclusion #AutismAcceptance #HappyAbbie",21-06-2020 15:24,10,205,68,FALSE,25-07-2020 12:02,"Please, for everyone's health &amp; your own, wear a mask. It's a simple action. Make sure it covers your nose, mouth &amp;… https://t.co/sS4JYYvooU",Twitter Web App,FALSE,['wear mask']
AcademyOfFabStuff,,"Sharing fabulous things about the NHS & Social care. A collaboration to ensure best practice examples, great ideas and service solutions are available to all.",21-01-2015 08:47,29629,852,35423,FALSE,25-07-2020 12:02,"Have a look at this novel method for teaching during a pandemic...

https://t.co/h4RBT1zVxp

#COVID19 #CV19… https://t.co/ByZ9X5I1U4",Hootsuite Inc.,FALSE,['China news']
Doha News,"Doha, Qatar","Covering breaking news, politics, business, culture and life in and around Qatar since 2009.",06-03-2009 21:48,512111,2682,5476,TRUE,25-07-2020 12:02,"Qatar’s @MOPHQatar announced today that it recorded 398 new #COVID19 cases, 330 recoveries, and 4,326 people tested… https://t.co/YLlIAPguwi",Twitter Web App,FALSE,['Mask shortage']
